1	4842
1	4843
2	4844
2	4845
3	4846
3	4847
4	4848
4	4849
5	4851
5	4852
6	4853
6	4854
7	4855
7	4856
8	4860
8	4861
9	4863
9	4864
10	4867
10	4868
11	4871
11	4872
12	4873
12	4874
13	4878
13	4879
13	5100
14	4880
14	4881
15	4883
15	4884
16	4885
16	4886
17	4891
17	4892
18	4895
18	4896
19	4897
19	4898
20	4900
20	4901
21	4905
21	5102
22	4906
22	4907
23	4909
23	4910
24	4916
24	4917
25	4912
25	4913
26	1281
26	4918
26	4919
27	4924
27	4925
28	4927
28	4928
29	4929
29	4930
30	4931
30	4932
31	4935
31	4936
32	4939
32	4940
33	4941
33	4942
34	4947
34	4948
36	4957
36	4959
37	4958
37	4959
38	4960
38	4961
39	4961
39	4962
40	4963
40	4964
41	4965
41	4966
42	4969
42	4971
42	4972
42	4972
42	4974
44	4975
44	4976
45	4977
45	4978
46	4979
46	4980
47	4981
47	4982
48	4982
48	4983
49	4984
49	4985
50	4986
50	4987
50	4988
52	4989
52	4990
53	4991
53	4992
54	4993
54	4994
55	4995
55	4996
55	4997
57	4998
57	4998
57	4998
57	4999
57	5000
57	5103
60	5001
60	5002
61	5003
61	5004
62	5004
62	5005
63	5004
63	5006
64	5007
64	5008
65	5007
65	5009
66	5010
66	5011
67	5013
67	5014
68	5017
68	5018
69	5021
69	5022
70	5023
70	5024
71	5025
71	5026
72	5027
72	5028
73	5029
73	5030
74	5031
74	5032
75	5034
75	5035
76	5036
76	5037
77	5038
77	5039
78	5040
78	5041
79	5042
79	5043
79	5322
80	5044
80	5045
81	5046
81	5047
82	5048
82	5049
83	4968
83	4970
83	5050
84	5051
84	5052
85	4801
85	5053
86	5054
86	5055
87	5056
87	5057
87	5958
88	5058
88	5059
89	5060
89	5061
89	5062
91	5063
91	5064
92	5066
92	5067
93	5068
93	5104
94	5069
94	5070
95	5071
95	5072
96	5073
96	5074
97	5075
97	5076
98	4870
98	5105
99	5077
99	5079
100	5077
100	5078
101	5080
101	5081
102	5083
102	5084
103	5085
103	5086
104	5087
104	5088
105	5089
105	5090
106	5094
106	5095
107	5096
107	5097
108	5098
108	5099
108	5254
109	89
109	5106
110	5107
110	5108
111	211
111	5109
112	280
112	5110
113	282
113	1862
113	5111
114	365
114	5112
115	368
115	5113
116	424
116	5114
117	484
117	5115
118	539
118	5116
119	633
119	5117
121	709
121	5119
122	714
122	5120
123	718
123	5121
124	761
124	5122
125	850
125	5123
126	919
126	5124
127	1060
127	5125
128	236
128	5126
129	1599
129	5127
130	1045
130	5128
131	1659
131	4472
132	1738
132	5129
133	3182
133	5130
134	1217
134	5131
135	1224
135	5132
136	1269
136	5133
138	1294
138	5134
139	1361
139	5135
140	1407
140	5136
141	1441
141	1699
142	1447
142	5137
143	1506
143	5138
144	1516
144	5139
145	1568
145	5140
146	1586
146	5141
147	1624
147	5142
148	1040
148	1630
149	1811
149	5097
150	1847
150	5144
151	1902
151	5145
152	1937
152	1995
153	1072
153	1938
154	2129
154	5146
155	2134
155	2138
155	3923
156	2150
156	5147
157	2185
157	5148
158	172
158	2215
159	2256
159	5149
160	2282
160	5150
161	2347
161	5151
162	2357
162	5152
163	729
163	2366
164	2382
164	5153
165	5153
165	5154
166	2535
166	5155
167	2535
167	4638
167	5252
168	2545
168	5156
169	181
169	2559
170	1469
170	1708
171	2095
171	2724
171	5157
172	2733
172	5158
173	2749
173	3719
175	2779
175	5159
176	2871
176	5160
177	640
177	2903
178	192
178	2961
179	2967
179	5161
180	2969
180	5162
181	2980
181	5163
182	3112
182	3422
183	3119
183	5165
184	1224
184	5165
185	5167
185	5168
186	3120
186	5169
187	1308
187	3162
188	3191
189	3312
189	4680
189	5170
190	3462
190	5173
191	5171
191	5172
192	3462
192	5171
193	3473
193	5174
194	808
194	3505
195	1855
195	3639
196	1489
196	3658
197	3672
197	5175
198	3684
198	5177
199	269
199	3698
200	3716
200	5178
201	3716
201	5179
202	3809
202	5180
203	3825
203	5181
204	3864
204	5182
205	3911
205	5183
206	5185
206	5186
207	3957
207	5184
208	5184
208	5186
209	923
209	4109
210	1161
210	4134
211	4135
211	5187
212	3925
212	4165
213	4208
213	5188
214	4297
214	5189
215	4302
215	5191
216	4370
216	5192
217	2447
217	4418
218	4438
218	5193
219	4438
219	5194
220	4463
220	5195
221	4476
221	5196
222	4481
222	5197
223	4514
223	5198
224	4605
224	5199
225	4642
225	5200
226	3807
226	4685
227	4857
227	5201
228	4893
228	5202
229	4950
229	5203
230	5207
230	5208
231	1912
231	2091
232	5220
232	5221
233	148
233	512
233	5223
234	1595
234	5224
235	833
235	3311
235	5227
236	4829
236	5228
237	4933
237	4934
240	5233
240	5234
240	5308
241	871
241	5237
242	1259
242	5238
243	5219
244	1563
244	5242
245	942
245	5243
246	1216
246	5245
247	5255
247	5256
248	4505
248	5257
250	1430
250	5266
251	5271
251	5272
252	4487
252	5275
253	5280
253	5281
254	5283
254	5284
254	5285
255	40
255	4955
256	4449
256	5290
256	5291
257	4502
257	4831
258	2078
258	5292
258	5293
259	1397
259	4507
259	5295
260	5300
260	5301
261	1635
261	5306
261	5307
262	4838
262	5309
263	4837
263	5310
264	5311
264	5312
265	17
265	5313
266	113
266	4803
267	5314
267	5315
268	5316
268	5317
269	5318
269	5319
270	5320
270	5321
271	2304
271	5323
272	4660
272	5430
273	4006
273	4035
273	5954
274	1335
274	5443
275	4566
275	5447
275	5448
276	479
276	5493
276	5494
277	3195
277	5950
278	5988
278	5989
279	5631
279	5632
280	5636
280	5637
281	1059
281	4167
282	5704
282	5705
283	4804
283	5719
284	2287
284	5721
285	2508
285	6002
